dopln0001|$ proW z ZAnrovIx kategoriI zmizel jazz? $
dopln0002|$ !a co !uDelal s prEmiI !osmaCtiRicet TisIw dolarU? $
dopln0003|$ !ale probUh, # proW bi nemJelo bIt? $
dopln0004|$ !a proW bixom jim to nFmoZJili? $
dopln0005|$ !a proW bi k takovEmu !ovlivJeJI nemohlo dojIt? $
dopln0006|$ !ale proW bi nakonec nepQijal tak lAkavy nabItku? $
dopln0007|$ !a jakA je vUbew historie jeho JemeckEho !Uspjexu? $
dopln0008|$ na co sme misleli, # gdiS sme zaCali bombardovAJI? $
dopln0009|$ !a jak tedi vipadA realita na hRiSTi? $
dopln0010|$ jakI je smisl CtiQkoalice? $
dopln0011|$ !ale co je svjet CexovUv? $
dopln0012|$ gde je hRiSTe? $
dopln0013|$ !a co nAs vlastJe moTivuje g dalSImu vzDelAvAJI? $
dopln0014|$ !a co RIkal na vIkon rozhotCIx? $
dopln0015|$ !ale co Tex sedmdesAd devjed dalSIx? $
dopln0016|$ !a jakA kJISka bude ta pQISTI? $
dopln0017|$ !a gde sy nejlepSI !UtoCJIci minulEho roCJIku syTeZe? $
dopln0018|$ !a co na to RiDiCi? $
dopln0019|$ !afSak proW Delat vjeci poloviCaTe? $
dopln0020|$ !ale gdo ten svjet vlastJe SEfuje? $
dopln0021|$ !ale k Cemu to fSexno? $
dopln0022|$ !a co je na tom SpatnEho? $
dopln0023|$ !a co sy hlavJI vlAdJI hRIxi? $
dopln0024|$ !a co !osobnosTi tagzvanE kQiZnE? $
dopln0025|$ !a co si mislI !o smISenIx manZelstvIx? $
dopln0026|$ !a proC se mAm pQetvaRovat? $
dopln0027|$ !a jag Ze sme fstypili na meDiAlJI trh? $
dopln0028|$ !a na kolik si tak pQijdy? $
dopln0029|$ !a jakIm spUsobem se to dA posyDit? $
dopln0030|$ !a co higiena? $
dopln0031|$ !a gdo je tam teda generAlJI ReDitel? $
dopln0032|$ !a co sem jim pQivezl? $
dopln0033|$ !a jak to zaRIDit, # !abi nevihrAl ten prvJI? $
dopln0034|$ !a co na to centrAlJI baNka? $
dopln0035|$ !a co posledJI braNka? $
dopln0036|$ jakE sy moZnosTi lEWbi? $
dopln0037|$ !a jag biste dopadl? $
dopln0038|$ !a co CeskE baNki? $
dopln0039|$ !a co koNkurs? $
dopln0040|$ !a co budy plaTit po mE smrTi? $
dopln0041|$ !a CIm Ze to pQesJe mladI miJistr trpI? $
dopln0042|$ !a co rixlE pomrkAvAJI? $
dopln0043|$ !a co !obnASI bIt Clenem Ytoklubu? $
dopln0044|$ !a jag dlyho bude tento proces trvat? $
dopln0045|$ gdopak mA tu Cezd bIt prvJIm detekTivJIm Ytorem? $
dopln0046|$ jag hodnoTIte Cinnost koZenEho f !AzerbAjdZAnu? $
dopln0047|$ !ale co Yta? $
dopln0048|$ jakI smisl f tom spatQujete? $
dopln0049|$ !a proC fykA vItr? $
dopln0050|$ co se pag Deje z hrdosTI? $
dopln0051|$ !a jak se novozElanDanE !o pekACkovi dozvjeDeli? $
dopln0052|$ proC vUbec reagoval hrat tag histericki? $
dopln0053|$ proC, # gdiS si bude miJisterstvo svIm zDeleJIm jisto? $
dopln0054|$ !a co ten teD DelA? $
dopln0055|$ !a jaky to !UroveJ mA premiEr na misli? $
dopln0056|$ !a proC majI bIt CeSTI poliTici takto hAjeJi? $
dopln0057|$ co si to dovolujy? $
oznam0002|$ !uspoRAdal f TelocviCJe debatu studentU, # roDiCU !a pedagogU. $
oznam0003|$ dZordn popQel, # Ze bi !odmItl svUj slip splJit. $
oznam0004|$ domAcI zaskoCili sypeRe !odvahy, # rixlosTI !a !obDivuhodny stQelby. $
oznam0005|$ mimo ReDitele DelAm !i RiDiCe !a !UdrZbARe. $
oznam0006|$ kosofSTI srbovE tvrDI, # Ze mrtvIh bilo mnohem vIc. $
oznam0007|$ navIw dostal pokutu TisIw dolarU. $
oznam0008|$ nejvAZJejSI zdravotJI komplikace bjehem !oslaf posTihla tQiaCtiRiceTiletEho paraSuTistu. $
oznam0009|$ siNgl, # nebo debl, # to je marTiJe hiNgisovE jedno. $
oznam0010|$ na cestAh bili plnIx sedm let. $
oznam0011|$ lektoRi !URedJIki !uCI !aNgliCTinu, # JemCinu, # SpaJelSTinu !a francysSTinu. $
oznam0012|$ jeden z Jih dopadl do nejvjetSIho sIdliSTe vltava. $
oznam0013|$ na kQiZovatkAh RIzenIx poCItaCi dostAvajI traMvaje YtomaTicki pQednost. $
oznam0014|$ muS nevznesl ZAdnE poZadafki, # pohrozil fSag zabiTIm DeTI. $
oznam0015|$ !albAncUm takE tvrDI, # Ze francysSTI vojAci nadrZujI srbUm. $
oznam0016|$ !a gOlU pQibIvalo, # !aS jih bilo sedm. $
oznam0017|$ jako Clen klYsovIx vlAd RIkAm !ano. $
oznam0018|$ neeksistuje ZAdnE !ohroZeJI vZdi pQispUsobivIh ZidofskIx spoluopCanU. $
oznam0019|$ zDelil to ReDitel markeTiNgu pragobaNki vlaDimIr hamyz. $
oznam0020|$ !odeSlo !osmnAwd hrACU. $
oznam0022|$ projegd zAxrani ZidofskIx nAboZenskIx !objektU zaSTiTuje nadace DeDictvI. $
oznam0023|$ jistE je, # Ze holocYst vipadl s CeskIh Dejin. $
oznam0024|$ do smetanovi sIJe fpadl nefalSovanI siMfoJickI jazz. $
oznam0025|$ !aD Zije natOO. $
oznam0026|$ bjeda, # napsal teprve CtrnAwd RAdek. $
oznam0027|$ nejvjetSI pQekASki koNkurencesxopnosTi spatQuje stuDie !uvJidR ZelezJiCJIx !orgaJizacI. $
oznam0028|$ sy vzDelaJI, # dobRe vjeDeli, # Ceho se dopySTejI. $
oznam0031|$ !agrobaNka kypila plzeJsky baNku. $
oznam0032|$ celkem fuNgujI ve vlacIx, # JekterIx restYracIx, # !URadex. $
oznam0033|$ slapSI FrohospodAQstvI Frolandu spISe pomAhA. $
oznam0034|$ sedm bang bilo po prvJIm CtvrtleTI ve strATe. $
oznam0035|$ blSanskI gOlman se musel po lacinEm gOlu Cervenat. $
oznam0036|$ deSTovE pQehAJki nAhle vistQIdala sJehovA byRe fCetJe hromobiTI. $
oznam0037|$ TeSkI prUbjex !encefaliTidi, # tag zJela nekompromisJI DiagnOza. $
oznam0038|$ Fro nahraDI !obrofskI !objem dosavadJIh baNkovek !a mincI. $
oznam0039|$ stavebJictvI je nespolehlivjejSIm motorem, # rostACejIcIm sykolI nArodJIho hospodAQstvI. $
oznam0040|$ f saigonu jih bilo !asi sedm nebo !osm. $
oznam0041|$ doplJuje ji krAtkI videozAznam !o restYrovAJI Ytorova DIla. $
oznam0042|$ Deje se tak !u pQIleZitosTi simpOzia YtorskIx kJih. $
oznam0043|$ zejmEna !obDivovali nAboZenskE syZiTI buddhistU, # muslimU !a kQesTanU. $
oznam0044|$ !objem !opxodU dosAhl prUmJernIh hodnot syCasnIh dJI. $
oznam0045|$ lidE xTejI pQIjemnE zaxAzeJI, # pQIjemny !opsluhu, # pQIjemnE !URadi. $
oznam0046|$ !odborJIci !upozorJujI pQedefSIm na promiSleny !argumentaci !ultrapravicovIx stran. $
oznam0047|$ baNkovJI rada CeskE nArodJI baNki mA sedm ClenU. $
oznam0048|$ fSixJi CtvrtfinalistE !americkEho fodbalovEho pohAru !uS sy znAmi. $
oznam0049|$ xroJickA mieloidJI lFkemie tvoRI CtvrTinu fSex lFkemiI. $
oznam0050|$ berlInskA zeT padla !osm dJI pQet sedmnActIm listopadem. $
oznam0051|$ dvanAct z Jix jej jiZ dokonce skolYdovalo. $
oznam0052|$ dAvali sme nejvIw gOlU, # nejCasTeji stQIleli. $
oznam0053|$ je to !antologie syCasnIh ReckIx povIdeg dvaceTi YtorU. $
oznam0054|$ Ytomobilka Skoda strAti nemIJI vUbew zveRejJit. $
oznam0056|$ !odmItAm slovo FroskepTicismus !a FroopTimismus. $
oznam0057|$ jenZe yha, # triuMfuje Ytor naSI pravdi. $
oznam0058|$ mnohokrAt sem pQedhazoval variantu Fronaivismus !a Frorealismus. $
oznam0059|$ CekAJI na gOl skonCilo za !osm minut. $
oznam0060|$ Jigdo nexce Jiw RIkat, # Jiw zAvaZnEho rozhodovat. $
oznam0061|$ Ytorem gOlu bil vItek. $
oznam0062|$ jeho zdravotJI staf nebil pQIzJivI, # trpjel CastImi nFrOzami. $
oznam0063|$ mislIm !adjekTiva tipu !epoxAlJI, # historickI, # triuMfAlJI, # YtenTickI. $
oznam0064|$ famOzJI vIkon podal hejkal, # Ytor CtiR branek. $
oznam0065|$ DiagnOzu !a lEWbu !alergie mUZe provEst pyze lEkaR. $
oznam0066|$ deset minut pQet koncem vedli !o sedmnAwd bodU. $
oznam0067|$ !asi sedm nebo !osm stovek. $
oznam0068|$ bulharskI prozaik !a dramaTig dZordn raDiCkof !oslavil sedmdesATini. $
oznam0069|$ bUSkovE demagogie bi slavili triuMf. $
oznam0070|$ !ale xApu, # proW zemana ve vlADe potQebujete. $
oznam0071|$ !akce navIw zdaleka nemA Siroky potporu zemJeDelcU. $
oznam0072|$ CeskA republika je !i !oblIbenIm cIlem vietnamskE !emigrace. $
oznam0073|$ !a dZordn se trefovat nepQestal. $
oznam0074|$ CtiQkoalice pQixAzI !o vjetSinu poliTickIx truMfU. $
oznam0075|$ brJanE majI v rukAvu sxovanE dalSI truMfi. $
oznam0076|$ bila to jIzda f pravDe triuMfAlJI. $
oznam0077|$ CeskI !oportuJismus neboli CexACkofstvI !opjet slavI triuMfi. $
oznam0078|$ !ali !ukonCil lEWbu, # protoZe se cITil znFZIvanI. $
oznam0079|$ !a herew znovu nevidrZI mlCet. $
oznam0080|$ cIlem projel s pjesTI zaTaty do triuMfAlJIho gesta. $
oznam0081|$ dalSIm problEmem vegetariAnstvI je Zelezo. $
oznam0082|$ !a gdiS ne, # mAme pQece v rukAvje truMfi. $
oznam0083|$ cestujIcI musI poCItad z dalSI traMvajovy vIluky. $
oznam0084|$ belgickI xlapec !ujel s traMvajI. $
oznam0085|$ vItvarJIk, # !arxitekt, # fantasta, # !ekolog, # filozof, # provokatEr, # svjetobjeZJIk. $
oznam0086|$ situace jak poliTickA, # tak !ekonomickA, # zahraJiCJepoliTickA. $
oznam0087|$ nedopusTIme !aJi nacionalismus, # !aJi !anTisemiTismus, # !aJi rusofobii. $
oznam0088|$ !americkI miliardAR, # pQezDIvanI nAjezdJIk, # si vihlEdl dalSI !objeT. $
oznam0089|$ roDiCe vIjimeCJI, # mrtvi bohuZel, # hICkali ho, # jeDinACka. $
oznam0090|$ vIbornI fodbalista, # spysta kamarADICkU, # tagZe !i troxu prUSvihAR. $
oznam0091|$ dAvAm pQednost menSIm prostorAm, # kterE sy pQAtelSTejSI, # !osobJejSI. $
oznam0092|$ virovnanE !utkAJI, # sypeR bil texJiCTejSI, # mi bojovJejSI. $
oznam0093|$ sypeQ vihrAl zaslyZeJe, # bil rixlejSI, # dUrazJejSI. $
oznam0094|$ bojovE !umJeJI, # tQeba jako jirka SlEgr, # vUbec neDelAm. $
oznam0095|$ pokut pUjCku, # tak novomanZelsky, # zvIhodJeny. $
oznam0096|$ dAlkovje vistudoval !aNgliCTinu !a CeSTinu, # pozDeji !i SvEtSTinu. $
oznam0097|$ sama fSak, # jako ZijIcI, # nemUZe bId blahoReCena. $
oznam0098|$ bil !osobnosTI, # ktery nemohl Jigdo pQehlEdnyt, # natoS !ignorovat. $
oznam0099|$ nebilo to Jeco hrUznEho, # jenom zatraceJe nepQIjemnEho. $
oznam0100|$ je poTeSujIcI, # Ze poliTickE tlaki nesy fSFrCujIcI. $
oznam0101|$ je jiskrnE, # dobRe toCenE, # samotnIm vICepJIm hICkanE. $
oznam0102|$ sjIZDelo se tam fSexno, # perviTin, # heroin, # rospySTedla. $
oznam0103|$ japonci, # CIJanE, # vietnamci, # !egipTanE, # !indovE, # !i tQeba CeSi. $
oznam0104|$ nepoxibJe mJel na misli tu zahradJICkofsky, # kQesTansky. $
oznam0105|$ klesA fSak poDIl prUmislu potravinAQskEho, # teksTilJIho !a koZeDelnEho. $
oznam0106|$ xTejI xrAJit svy ReW hlavJe pQet !aNgliCTiny. $
oznam0107|$ to je dnes sen Tex nejcTiZAdosTivjejSIx. $
oznam0108|$ !a pQipySTI, # Ze mA rAt !i poxlebovAJI. $
oznam0109|$ dovolenA bude v jiZJIx CexAx, # samozRejmJe z roDiNky. $
oznam0110|$ vIstava pQetstavuje fotografii, # Jikoli fSak pyze fotografi. $
oznam0111|$ !a vraki YtomobilU, # kterE bili zJiCeni pQi pQezdRelkAx. $
oznam0112|$ vzJikajI novE !URadi, # pQixAzejI dalSI SEfovE. $
oznam0113|$ pQipySTI, # Ze si !obojI mohl !atleTickI klup vipUjCit. $
oznam0114|$ babiCka, # tehdi malE DefCAtko, # pozorJe naslyxala. $
oznam0115|$ !a to nejen YtobiografickE. $
oznam0116|$ na kordu vleTel systQeDeny, # sebevjedomy hry. $
oznam0117|$ !informace, # kterE babickij pQinASel, # nebili, # !umIrJeJe ReCeno, # pravDivE. $
oznam0118|$ hrajeme na dvje vITesstvI, # jak !oznAmil !obrAnce jiRI SlEgr. $
oznam0119|$ miJistr mJel TeSkI prUbjex xQipki, # spUsobenI nedostateCny lEWby. $
oznam0120|$ nAsledovalo dalSI prodlyZeJI, # vITeznI gOl, # pohAr !a !ovace. $
oznam0121|$ sme vDeCJI fanySkUm, # Ze nAs JekolikrAt podrZeli. $
oznam0122|$ na !opaCnEm pOlu vIsletkovE lisTini kraloval rakuSan horNgaxer. $
oznam0123|$ Frotel naopak tvrDI, # Ze si svE postaveJI !udrZI. $
oznam0124|$ !objevil se na fSex !URadex, # f tovArnAx !i f !opxodex. $
oznam0125|$ najedny Jegdo Rekl, # Ze nesme jenom xuDiNki. $
oznam0126|$ gdo !ale mUZe, # !odjIZDI do sysedJIho !iNguSska. $
oznam0127|$ dalSI f poRaDI mixal doleZal je !aS CtiRiaCtiRicAtI. $
oznam0128|$ buT mohl zvolit trenErskE kQeslo, # nebo drAhu fuNkcionARe. $
oznam0129|$ !asi jedno promile fSude na svjeTe, # jak !upQesJujI psixologovE. $
oznam0130|$ to znamenA sloZeNky, # na fakturu, # fSemi platebJImi kartami. $
oznam0131|$ !analiTici syDI, # Ze vihlItki Fra zUstAvajI nejistE. $
oznam0132|$ mohli sme s !opravami zaCId dRIv, # gdiS nAs !upozorJila DeDiCka. $
oznam0133|$ piva majI svE ZebRICki, # !oceJeJI, # vIstavi !i veletrh. $
oznam0134|$ bila to jusTiCJI vraZda, # ti kYzi sy zhodnE. $
oznam0135|$ jen dvanAcTi dZumUm se podaRilo !uprxnyt. $
oznam0136|$ jiJI tvrDI, # Ze nAsledovJIci slavnIx YtorU zanedlyho !udeRI. $
oznam0137|$ pro Skodu Yto zbilo !osm procent trZeb. $
oznam0138|$ buD bude hrDina, # nebo nula, # jako jAgr. $
oznam0139|$ dopravJI sistEm pQestane fuNgovat, # zAsobovAJI se zhryTI. $
oznam0140|$ tu !urCiTe dodrZIme, # visvjetlI to mlufCI miJisterstva bohumil plxot. $
oznam0141|$ !abi ve stanu nFmrzl, # hIbal pQi spaJI prsti. $
oznam0142|$ Jigdo nAm zaTIm neRekl, # Ze je to podmINka. $
oznam0143|$ Fro bi mJelo bIt f kompetenci pyze baNkERU. $
oznam0144|$ kvalitJI !Ulovek se podaRilo zIskad drnovickIm fuNkcionARUm. $
oznam0145|$ dAme gOla, # vjeRIme si. $
oznam0146|$ tomu jA neRIkAm gOl, # !ale negOl. $
oznam0147|$ sem rozhodJe proTi veSkerEmu dopiNgu, # !ale poZaduji spravedlnost. $
oznam0148|$ xTel sem z Yta, # !ale !on mJe drZel. $
oznam0149|$ druhI je jaromIr jAgr, # pQestoZe jeSTe nedal gOl. $
oznam0150|$ bilo bi dobRe, # gdibi mu vidrZela. $
oznam0151|$ jakkolif to zJI podezRele, # dokonce zavrZeJIhodJe, # sem kapitalistka. $
oznam0152|$ !aT to sy podJikatelE, # SpiCkovI manaZeRi, # zelinARi nebo taksikARi. $
oznam0153|$ !izraelskI premiEr !o rozhovoreh Rekl, # Ze bili !uZiteCnE. $
oznam0154|$ dali sice barceloJe dva gOli, # !ale dostali CtiRi. $
oznam0155|$ cesTiCki mezi pekiNgem, # !islAmskImi stAti !a moskvy !oZIvajI. $
oznam0156|$ !obrana nemluvI, # dAvAme gOli, # !ale hodJe jix !iNkasujeme. $
oznam0157|$ cizinci, # kterI se pQiblIZI, # hrozI zadrZeJI. $
oznam0158|$ !uvedeJIm fabie bila dokonCena moderJizace nabItki Skodi Yto. $
oznam0159|$ netrefili sme braNku, # dali si polovlastJI gOl. $
oznam0160|$ nemajI Yto, # netrpI nFroTicky starosTI !o svE zdravI. $
oznam0161|$ dnes !uS sy !obivatelE grOnska z nejhorSIho veNku. $
oznam0162|$ do sestQihu zaRaDI texJickE prfki, # kterE zakOduje. $
oznam0163|$ rozhodl gOl proTi rusku !a SlEgrUv gOl proTi kanaDe. $
oznam0164|$ jezDil s toho SvEtska Ytem, # pQes plzeJ. $
oznam0165|$ je to naprostI nesmisl, # kategoricki se !ohraDil !i vlCek. $
oznam0166|$ jelen sice !utekl, # !ale pozDeji zraJeJIm podlehl. $
oznam0167|$ zraJeJi bili !ameriCaNka, # brit !a Ystralan. $
oznam0168|$ jeDinE, # co jim zbIvA, # je Ytomat. $
oznam0169|$ pak !utekl, # !aJiS si peJIze !odnesl. $
oznam0170|$ !a !on !uplivl, # xTel pobavit CtenARe. $
oznam0171|$ banDitE !ukoRisTili CtiRi Yta, # tQi kamioni !a motocikl. $
oznam0172|$ !ale hrDiNka, # bIvalA modelka, # se nedA zlomit. $
oznam0173|$ gOli sice dAvAme, # zAroveJ !ale hodJe !iNkasujeme. $
oznam0174|$ je to straSnA dZuNgle. $
oznam0175|$ mluvil tam JejakI blb, # papalAS, # prosTe blbec. $
oznam0176|$ !analogie je to sice drsnA, # !ale fuNguje. $
oznam0177|$ pQetstavI !osobJI Yta, # motocikli !i rUznE doplJki. $
oznam0178|$ sem srtcaR, # kterI !opCas fstQelI JejakI ten gOl. $
oznam0179|$ mluv, # ti hajzle, # xovej se dZentlmenski. $
oznam0180|$ sTeZejJI sy postavi, # DejovA liJie !a hlavJI miSleNka Ytora. $
oznam0181|$ bil bix !asi nervOzJI, # gdibixom jenom vihrAvali. $
oznam0182|$ dUvodi, # proC to tak je, # lze hledat lewgde. $
oznam0183|$ staCil bi jeden !usmJevavI xorvatskI wurinda. $
oznam0184|$ tomuto hleDisku nemohl bIt vzdAlenI !aJi sAm wurinda. $
oznam0185|$ hledal jinE Ytoriti, # jinE hodnoti. $
oznam0186|$ mi, # neromskA vjetSina, # sme gAdZovE. $
oznam0187|$ firma se bude zabIvat !opravami !a moderJizacI traMvajI. $
oznam0188|$ nastalo !oslabeJI vlivu vAclava klYse. $
oznam0189|$ cIlem bIvajI hlavJe Yta, # pokut moZno luksusJI. $
oznam0190|$ dUvodem je natSeJI z hlatkEho startu Fra. $
oznam0191|$ fascinovala ji siMfoJickA hudba. $
oznam0192|$ domAcI prAce Delala po nocIx, # !usInala f traMvaji. $
oznam0193|$ dvoRAkovi siMfoJickE variace sy simbolem domAcIx traDic. $
oznam0194|$ !ale !on nepQijel, # zabil se v YTe. $
oznam0195|$ baNkrotujI jen vitunelovanE baNki, # viz dAle tunelovAJI. $
oznam0196|$ buT sme syborem nFronU, # !anebo sme nesmrtelJI. $
oznam0197|$ cely zemi zaxvATila hokejovA Fforie. $
oznam0198|$ jako kapitAn pQivedl tIm k triuMfu. $
oznam0199|$ druzI !oznaCovali prvE Smahem za !osmaSedesAtJIki. $
oznam0200|$ na zAklaDe zhodnoceJI fSex !UdajU je stanovena lEWba. $
oznam0201|$ bilo jix sedm. $
oznam0202|$ cennE vITesstvI zIskali pardubiCTI plafci !uS po !osmnActE. $
oznam0203|$ nelze vilyCit, # Ze Skrti pocITI !i samotnA lEWba. $
oznam0204|$ jejI rozhodnuTI vivolalo v RadAx rosklIZenEho koNgresu Fforii. $
oznam0205|$ !informoval !o tom !evropskI staTisTickI !URad Frostat. $
oznam0206|$ !UdajJe dokonce vitvoRil za TImto !UCelem !odDIli kamikawe. $
oznam0207|$ kvUli vlastJI zAvislosTi na morfiu musel potstypit lEWbu. $
oznam0208|$ tedi pro Fro, # !americkI dolar !a japonskI jen. $
oznam0209|$ zase moralizujeme, # to !umI lewgdo. $
oznam0210|$ !eksploze zJiCila !osobJI Yto, # garAZovA vrata !a !omItku. $
